,country,description,designation,points,price,province,variety
277,Portugal,"Pure Alvarinho from the Monção region, it's rich, creamy and textured. Lined with great acidity, it also has intense apple, bitter orange and a strongly herbal element. While it's ready to drink, this complex wine will benefit by waiting until 2015.",Portal do Fidalgo,92,35,Vinho Verde,Alvarinho
1542,Portugal,"This pleasant, fruity wine has lemon-lime crispness. Hints of apricot flavor prove the Alvarinho grape is far from its northern Portuguese homeland. Drink now.",Senses,84,13,Alentejano,Alvarinho
2923,Portugal,"An elegant Alvarinho from the north of the Vinho Verde region. It has some wood aging, rounding out the acidity of the fruit and introducing a spiced orange and lime character, full-bodied and ripe. It could age until 2015, but is ready to drink.",,90,19,Vinho Verde,Alvarinho
6621,Portugal,"This is a delicious refreshing wine with great acidity coupled with ripe white and yellow fruits. The richness is cut by minerality, fragrant acidity and lemon curd. It is still young and will be better from 2016.",,88,21,Vinho Verde,Alvarinho
6819,Portugal,"This is a delicious refreshing wine with great acidity coupled with ripe white and yellow fruits. The richness is cut by minerality, fragrant acidity and lemon curd. It is still young and will be better from 2016.",,88,21,Vinho Verde,Alvarinho
6928,Portugal,"This is a creamy style of Alvarinho, rich with warm apricot and peach flavors. It has bright acidity to balance the fruit and offers a fresh-citrus aftertaste. The wine will be ready to drink by the end of 2015.",,86,,Tejo,Alvarinho
7398,Portugal,"A surprisingly fresh wine for an Alvarinho from the hot Alentejo. It shows crisp acidity, with lime and apricot flavors and a bright, crisp aftertaste.",Terra d'Alter,87,14,Alentejano,Alvarinho
10636,Portugal,"A tropical fruit flavored wine with yellow fruits, pineapple and mango. It is soft and very ripe although still showing some of the fresher acidity that should be in an Alvarinho wine. It's a long way from the cool north of Portugal.",Senses,84,13,Alentejano,Alvarinho
12731,Portugal,"Alvarinho is best from the far north of Vinho Verde, which is the source for this wine. It gives a full, rich, very ripe wine that's rounded and packed with yellow fruits and a tight mineral and lemon juice character. The wine also has youth on its side and could age for several more years. Drink from 2014.",,91,,Vinho Verde,Alvarinho
19673,Portugal,"Smooth, rounded wine with the weight of ripe yellow fruit behind its acidity and creamy character. There is a touch of pepper that gives a burst of spice. With the extra year in bottle, the wine is now ready to drink.",Via Latina,88,13,Vinho Verde,Alvarinho
20228,Portugal,"A crisp style of Alvarinho, packed with green fruits, apples and lemon along with richer pink grapefruit. There is an attractive tangy minerality as well, giving a satisfying full-in-the-mouth wine.",Quinta de Cidrô,90,,Duriense,Alvarinho
20445,Portugal,"A smooth and soft wine that shows some weight to its ripe apricot and lime flavors. It is rounded, with a slight apple-skin texture, and is ready to drink. Screwcap.",Cape Roca Fish,85,15,Minho,Alvarinho
20458,Portugal,"A soft and creamy wine. It has baked apple and perfume notes, with an attractive, crisp aftertaste. Made from Alvarinho grown in the northern subregion of Vinho Verde, this wine could age a few months.",Estreia Grande Escolha,85,13,Vinho Verde,Alvarinho
20637,Portugal,"It is unusual to find the northern Portuguese Alvarinho grape in the southern Alentejo—and it doesn't quite work. With the heat, the intense flavors of the grape are transmuted into flabbiness with only hints of acidity.",Senses,84,,Alentejano,Alvarinho
20920,Portugal,"With its lemon and peach flavors, this is a ripe wine. It still has plenty of acidity, but its main focus is on its smooth texture, just given a light edge by a fruit-skin bite.",,88,,Minho,Alvarinho
25745,Portugal,"Delicious fresh citrus flavored wine, bright as a button, lively and crisp. Made from Alvarinho, there is a creamy texture with a mineral element, finishing with green plums and banana flavors.",Quinta dos Loridos Branco,86,15,Lisboa,Alvarinho
28568,Portugal,"Named after the 13th-century house at the center of the estate, this is a rich, full-bodied wine. With citrus flavors at its heart, it also shows a texture that gives minerality from the granite soil, followed by juicy yellow fruits and finishing with intense acidity. Give this wine until mid-2015 to settle down.",Casa do Capitão-mor,90,18,Vinho Verde,Alvarinho
34191,Portugal,"This is a delicious refreshing wine with great acidity coupled with ripe white and yellow fruits. The richness is cut by minerality, fragrant acidity and lemon curd. It is still young and will be better from 2016.",,88,21,Vinho Verde,Alvarinho
34239,Portugal,"This is a delicious refreshing wine with great acidity coupled with ripe white and yellow fruits. The richness is cut by minerality, fragrant acidity and lemon curd. It is still young and will be better from 2016.",,88,21,Vinho Verde,Alvarinho
34853,Portugal,"A surprisingly fresh wine for an Alvarinho from the hot Alentejo. It shows crisp acidity, with lime and apricot flavors and a bright, crisp aftertaste.",Terra d'Alter,87,14,Alentejano,Alvarinho
35333,Portugal,"Smooth, rounded wine with the weight of ripe yellow fruit behind its acidity and creamy character. There is a touch of pepper that gives a burst of spice. With the extra year in bottle, the wine is now ready to drink.",Via Latina,88,13,Vinho Verde,Alvarinho
37081,Portugal,"A rich and weighty wine, the Alvarinho fruit ripe and creamy. Pear and peach flavors have a rounded feel, accompanied by textured acidity. This is a very fine Vinho Verde.",Portal do Fidalgo,92,33,Vinho Verde,Alvarinho
37756,Portugal,"A tropical fruit flavored wine with yellow fruits, pineapple and mango. It is soft and very ripe although still showing some of the fresher acidity that should be in an Alvarinho wine. It's a long way from the cool north of Portugal.",Senses,84,13,Alentejano,Alvarinho
38150,Portugal,"A smooth, creamed and rounded wine, hinting at almonds, pear and acidity. This is, as Vinho Verde goes, a serious wine, which doesn't stop it from being easy and delicious, certainly best as a food wine.",Alvarinho QM,90,13,Vinho Verde,Alvarinho
38529,Portugal,"Still young, this wine brings out the ripe and creamy side of Alvarinho. Its citrus character is prominent along with a strong mineral texture. Weight from the skin contact during fermentation has produced a dense structure. Keep this wine until 2015.",Lua Cheia em Vinhas Velhas Nostalgia,91,22,Vinho Verde,Alvarinho
41072,Portugal,"Lightly toasty in character, this is a rich and creamy wine. Here the Alvarinho, far south of its home territory, shows a warm, ripe side with a tropical and yellow fruit character. The aftertaste is full and fruity.",Gáudio,90,,Alentejo,Alvarinho
42324,Portugal,"A mineral-textured wine although the alcohol does give considerable weight. That makes it richly fruity, smooth like Chardonnay with touches of apricot as well as ripe melon. Ready to drink.",Quinta de Cidrô,87,20,Duriense,Alvarinho
42648,Portugal,"The extra year in bottle has given this ripe and creamy wine both an aromatic character and a full-bodied, smooth texture. It's delicious to drink now, ripe and mature.",QM Vinhas Velhas,89,45,Vinho Verde,Alvarinho
43940,Portugal,"A lemon-flavored wine that is crisp and fruity. It is packed with lively ripe fruit flavors, pure juiciness and freshness. Drink now.",,88,,Tejo,Alvarinho
44804,Portugal,"Produced from Alvarinho grown in the southern Minho region, near the Douro Valley, this is a particularly crisp and fruity wine. Great streaks of acidity give it a fresh character. It needs to age a few months to round it out; drink from 2015.",,88,13,Minho,Alvarinho
46004,Portugal,"Light and fruity, this is a crisply citrus wine, soft and fresh. Grapefruit and apricots are both there, showing the crisp and the rich side to this immediately attractive wine.",Lagar,87,15,Vinho Verde,Alvarinho
47627,Portugal,"Bright citrus fruits are crisp and attractive. Lightly textured wine, it's full of lively acidity with just a touch of weight.",,86,13,Tejo,Alvarinho
49205,Portugal,"Delicious fresh citrus flavored wine, bright as a button, lively and crisp. Made from Alvarinho, there is a creamy texture with a mineral element, finishing with green plums and banana flavors.",Quinta dos Loridos Branco,86,15,Lisboa,Alvarinho
57951,Portugal,"Alvarinho is the grape of northern Vinho Verde, giving a style that is rich and complex. The fruit here fits that character, packed with pear, apple and citrus flavors and a light texture of lime zest. Note: this wine is commercialized as Follies Alvarinho outside the U.S.",Alvarinho,92,13,Minho,Alvarinho
58487,Portugal,"Rich and soft, classic creamed apple Alvarinho, with a great bite of apple skin acidity. The wine has a caramel edge, giving just an extra complexity and weight. A delicious, juicy, ripe and crisp aftertaste.",Portal do Fidalgo,91,,Vinho Verde,Alvarinho
64908,Portugal,"Coming from the Alvarinho region of Monção in the far north of Portugal, this is a rich wine, its creamy apple character brought out beautifully by its tight, steely edge. This has style, ripe fruit, a green plum skin edge to it, finished with vibrant acidity.",Portal do Fidalgo,90,16,Vinho Verde,Alvarinho
69102,Portugal,"Although it lacks the creamy crispness of Alavarinho from Vinho Verde, this certainly has the right lemon and cantaloup melon flavors. There is a lift and freshness to it, aided by the tight pear skin structure. The finish is a letdown, though, with a cardboard and green pea character.",Grand'Arte,84,11,Estremadura,Alvarinho
73319,Portugal,"A superior Vinho Verde, elegant and full-bodied. The creamy texture is partnered with ripe apricot and pear fruits, a touch of green plum and a feeling of opulence along with the acidity. Drink now, or age a year.",Toucas,91,19,Vinho Verde,Alvarinho
73728,Portugal,"The historic Port house of Delaforce has now launched its own Douro table wines, and this Alvarinho is soft and fruity. It has a creamy initial texture followed by touches of vanilla and quince. This is not for aging, so drink it now.",,85,17,Duriense,Alvarinho
76671,Portugal,"A splendid Alvarinho, produced in the southern Vinho Verde region, with ripe creaminess as well as shafts of lime juice and grapefruit. It's ready to drink, while it could age for another year.",,91,13,Minho,Alvarinho
76968,Portugal,"Full and rounded wine, with touches of toast, pineapple, melon and peach. It's a fine expression of Alvarinho, keeping the essential fresh structure of the grape while also giving extra weight and richness.",Grand'Arte,91,11,Lisboa,Alvarinho
78185,Portugal,"Full, rich and creamy, a fine expression of the rich white fruit character of Alvarinho. It also preserves some of the crisp citrus Vinho Verde character, giving a balanced, full and structured character.",Touquinheiras,90,19,Vinho Verde,Alvarinho
78188,Portugal,"A mineral, tense wine, packed with delicious citrus fruits, a taut chalky structure and green apple acidity. It has a salty aftertaste to it.",Quinta dos Loridos,90,15,Lisboa,Alvarinho
79463,Portugal,"Smooth, rounded wine with the weight of ripe yellow fruit behind its acidity and creamy character. There is a touch of pepper that gives a burst of spice. With the extra year in bottle, the wine is now ready to drink.",Via Latina,88,13,Vinho Verde,Alvarinho
79732,Portugal,"Alvarinho gives a rounded, lightly honeyed character to this rich wine. The flavors of baked apple and crisp citrus dominate, with a full feel to the ripe aftertaste.",,89,14,Vinho Verde,Alvarinho
80795,Portugal,"Delicious fresh citrus flavored wine, bright as a button, lively and crisp. Made from Alvarinho, there is a creamy texture with a mineral element, finishing with green plums and banana flavors.",Quinta dos Loridos Branco,86,15,Lisboa,Alvarinho
83355,Portugal,"A smooth and soft wine that shows some weight to its ripe apricot and lime flavors. It is rounded, with a slight apple-skin texture, and is ready to drink. Screwcap.",Cape Roca Fish,85,15,Minho,Alvarinho
83368,Portugal,"A soft and creamy wine. It has baked apple and perfume notes, with an attractive, crisp aftertaste. Made from Alvarinho grown in the northern subregion of Vinho Verde, this wine could age a few months.",Estreia Grande Escolha,85,13,Vinho Verde,Alvarinho
84237,Portugal,"It is unusual to find the northern Portuguese Alvarinho grape in the southern Alentejo—and it doesn't quite work. With the heat, the intense flavors of the grape are transmuted into flabbiness with only hints of acidity.",Senses,84,,Alentejano,Alvarinho
93423,Portugal,"This is a rich, full-bodied and impressive wine, with intense and complex flavors of apple and green fruit. The acidity meshes with the ripe fruit.",Nostalgia,90,22,Vinho Verde,Alvarinho
94028,Portugal,"Monção is the home of Portuguese Alvarinho. Ripe and opulent, this is full of yellow fruit, tangy citrus and intense acidity. After an extra year of aging, this finely balanced and impressive wine is ready to drink.",Deu la Deu,90,,Vinho Verde,Alvarinho
95499,Portugal,"For an Alvarinho this is surprisingly herbaceous, bearing a green cut-grass aroma and lemon and pink grapefruit flavors. As the wine fills out over the next year, it will probably show more of the grape's creamed apple and pear flavors.",Grand'Arte,88,11,Lisboa,Alvarinho
96091,Portugal,"Floral and aromatic, this has a hint of prickle to go with the citrus, green apple and white peach flavors. There is an attractive mineral character—the wine dancing and fragrant.",,88,16,Vinho Verde,Alvarinho
96989,Portugal,"Bringing out the herbaceous side of Alvarinho, this is a freshly crisp wine. It has grapefruit and green apple flavors, with the acidity brightening the texture on the finish.",,87,,Minho,Alvarinho
97872,Portugal,"Crisp and green, this has a ripe, rounded apple flavor that lends the wine richness. There is a yeasty character to go with the fruitiness, while the refreshing acidity lasts through the finish.",,87,,Vinho Verde,Alvarinho
102525,Portugal,"This full, ripe wine balances ripe melon and pear flavors with the crispness characteristic of this northern region. It is cool, stylish and food friendly. It's ready to drink, but it could age 1–2 years.",,89,11,Minho,Alvarinho
104966,Portugal,"This is a creamy, intensely fruit wine, with lime and tropical fruit flavors, merely hinting at a minerally structure. It's delicious and ready to drink now.",,88,17,Alentejano,Alvarinho
109878,Portugal,"Coming from the Alvarinho region of Monção in the far north of Portugal, this is a rich wine, its creamy apple character brought out beautifully by its tight, steely edge. This has style, ripe fruit, a green plum skin edge to it, finished with vibrant acidity.",Portal do Fidalgo,90,16,Vinho Verde,Alvarinho
110121,Portugal,"Alvarinho is the grape of northern Vinho Verde, giving a style that is rich and complex. The fruit here fits that character, packed with pear, apple and citrus flavors and a light texture of lime zest. Note: this wine is commercialized as Follies Alvarinho outside the U.S.",Alvarinho,92,13,Minho,Alvarinho
110717,Portugal,"Rich and soft, classic creamed apple Alvarinho, with a great bite of apple skin acidity. The wine has a caramel edge, giving just an extra complexity and weight. A delicious, juicy, ripe and crisp aftertaste.",Portal do Fidalgo,91,,Vinho Verde,Alvarinho
127175,Portugal,"Delicious fresh citrus flavored wine, bright as a button, lively and crisp. Made from Alvarinho, there is a creamy texture with a mineral element, finishing with green plums and banana flavors.",Quinta dos Loridos Branco,86,15,Lisboa,Alvarinho
132828,Portugal,"Coming from the Alvarinho region of Monção in the far north of Portugal, this is a rich wine, its creamy apple character brought out beautifully by its tight, steely edge. This has style, ripe fruit, a green plum skin edge to it, finished with vibrant acidity.",Portal do Fidalgo,90,16,Vinho Verde,Alvarinho
135021,Portugal,"Alvarinho is the grape of northern Vinho Verde, giving a style that is rich and complex. The fruit here fits that character, packed with pear, apple and citrus flavors and a light texture of lime zest. Note: this wine is commercialized as Follies Alvarinho outside the U.S.",Alvarinho,92,13,Minho,Alvarinho
135647,Portugal,"Rich and soft, classic creamed apple Alvarinho, with a great bite of apple skin acidity. The wine has a caramel edge, giving just an extra complexity and weight. A delicious, juicy, ripe and crisp aftertaste.",Portal do Fidalgo,91,,Vinho Verde,Alvarinho
136080,Portugal,"Mendes specializes in Alvarinho in the far north of Portugal. With this powerful, intense wine he shows how good the grape can be and how good the 2005 vintage was. It's full-bodied and intense, with just a touch of mineral and spritz. Imported by Aidil Wines & Liquor Inc.",Muros Antigos,91,16,Vinho Verde,Alvarinho
136109,Portugal,"This is one of the flagship estates of Vinho Verde, based in the northern Monsão region: its VVs are based on Alvarinho. Has Riesling-like perfumes, but the intensity, green fruit and citrus flavors are all Vinho Verde. Imported by Aidil Wines & Liquor Inc.",,90,24,Vinho Verde,Alvarinho
136387,Portugal,"This is impressive, both for Vinho Verde and or a cooperative wine. The Alvarinho grape shows its best here with richness, intensity and flavors of plums, pineapple and ripe pears. Imported by Tri-Vin Imports.",Alvarinho Deu la Deu,90,16,Vinho Verde,Alvarinho
136388,Portugal,"From Monsão, this is quintessential Alvarinho, ripe and full-bodied, with the typical apple skin structure and the hint of tropical fruits. Even though it is so ripe, it remains crisp and fresh. Imported by Aveleda Imports.",,90,11,Vinho Verde,Alvarinho
136400,Portugal,"Provam is a grouping of 10 growers in the Monsão area. Citrus and green fruit flavors dominate this Alvarinho-based wine. Intensely flavored wine, dry and great for food. Imported by Admiral Wine Imports.",Alvarinho Portal do Fidalgo,90,15,Vinho Verde,Alvarinho
136689,Portugal,"A finely balanced wine, creamy and smooth, with good dense flavors. Green plums, apple skins and ripe acidity blend well in this fresh wine. Imported by Aidil Wines & Liquor Inc.",,89,15,Vinho Verde,Alvarinho
136703,Portugal,"Here six months in wood have enhanced the fruit, rather than giving a toasty character. There are tropical, apricot flavors, while even in a lesser year like 2004, the flavors are rich and intense. Imported by Aidil Wines & Liquor Inc.",Muros de Melgaço,89,20,Vinho Verde,Alvarinho
136709,Portugal,"A 100% Alvarinho from this small, 34-acre estate near Monsão. This is a delicious, fresh wine, with great piercing acidity and bright pink grapefruit flavors. Imported by Grape Expectations (CA).",,89,13,Vinho Verde,Alvarinho
136996,Portugal,"This is a 100% Alvarinho, perfumed with hints of honey and melon. It is a ripe, intense wine, dry but rich, showing a lemon tea character, a touch of spritz and fresh, dry finish. Imported by Evaton, Inc.",Morgadio da Torre,89,12,Vinho Verde,Alvarinho
137555,Portugal,"This small estate bottling is an attractive, full-bodied wine, ripe, with a touch of tropical fruit flavors. Fine, clean and fresh. Imported by Aidil Wines & Liquor Inc.",,88,15,Vinho Verde,Alvarinho
140222,Portugal,"As it should be from the year and the grape, this is a full-bodied wine,  with some good green plum flavors. But its intensity of flavor is spoiled by the soft, lightly sugary aftertaste. Imported by Signature Imports.",,85,12,Vinho Verde,Alvarinho
141162,Portugal,"Although it lacks the creamy crispness of Alavarinho from Vinho Verde, this certainly has the right lemon and cantaloup melon flavors. There is a lift and freshness to it, aided by the tight pear skin structure. The finish is a letdown, though, with a cardboard and green pea character.",Grand'Arte,84,11,Estremadura,Alvarinho
143575,Portugal,"Pricey for a Vinho Verde, but one of the best we've tasted on this side of the Atlantic. It's lean and minerally, with hints of green apple, lime and fresh fennel. Finishes long and crisp, with a mineral note that lingers gracefully.",,87,15,Vinho Verde,Alvarinho
